Date,Transaction Description,Category,Amount,Type,Month,Year
2021-05-19,Health pay project pattern.,Investment,1921.0,Income,5,2021
2021-05-22,Administration mother in admit.,Rent,362.52,Expense,5,2021
2021-05-23,Within admit spend purpose south.,Salary,933.27,Expense,5,2021
2021-05-24,Truth modern.,Salary,1365.46,Expense,5,2021
2021-05-24,People education great.,Health & Fitness,1729.85,Expense,5,2021
2021-05-24,Health image.,Utilities,885.13,Expense,5,2021
2021-05-25,Wrong difficult range.,Travel,1594.7,Expense,5,2021
2021-05-25,Behavior here.,Health & Fitness,1019.6,Expense,5,2021
2021-05-27,Argue act commercial matter.,Salary,84.84,Expense,5,2021
2021-05-27,Not teach believe month.,Travel,162.69,Expense,5,2021
2021-05-29,Deep test thought.,Rent,1233.87,Expense,5,2021
2021-05-30,Another avoid understand.,Salary,1164.86,Expense,5,2021
2021-05-31,Probably conference sure administration debate.,Food & Drink,904.97,Expense,5,2021
2021-05-31,Up federal nor note.,Entertainment,649.84,Expense,5,2021
2021-06-02,Forward sense cause write right.,Utilities,1915.87,Expense,6,2021
2021-06-02,Approach join stuff future.,Health & Fitness,1964.95,Expense,6,2021
2021-06-03,Ahead event yeah make.,Investment,820.0,Income,6,2021
2021-06-06,Wait it quickly produce beat.,Salary,1982.06,Expense,6,2021
2021-06-06,Require bank child.,Utilities,734.16,Expense,6,2021
2021-06-06,First blood accept final.,Shopping,823.45,Expense,6,2021
2021-06-09,Bill beautiful issue.,Food & Drink,1580.56,Expense,6,2021
2021-06-11,Mention billion bed never others.,Rent,666.08,Expense,6,2021
2021-06-11,Activity including single right.,Shopping,575.45,Expense,6,2021
2021-06-14,Occur college herself.,Utilities,673.39,Expense,6,2021
2021-06-15,Feeling manage as.,Utilities,1834.33,Expense,6,2021
2021-06-16,Inside machine baby.,Shopping,266.61,Expense,6,2021
2021-06-20,Result many pattern.,Rent,626.07,Expense,6,2021
2021-06-20,Career according.,Health & Fitness,1628.24,Expense,6,2021
2021-06-22,Success here television key.,Rent,1295.59,Expense,6,2021
2021-06-23,Carry fly water cut fire.,Health & Fitness,46.28,Expense,6,2021
2021-06-24,Fact reason make office.,Entertainment,690.05,Expense,6,2021
2021-06-26,Heavy staff hotel box.,Entertainment,460.82,Expense,6,2021
2021-06-27,Or nation race.,Investment,2923.0,Income,6,2021
2021-06-28,Well left.,Rent,1020.3,Expense,6,2021
2021-06-28,Something story attorney summer.,Food & Drink,1327.24,Expense,6,2021
2021-06-28,Cause field education child.,Utilities,1198.52,Expense,6,2021
2021-06-28,Available wrong look husband.,Investment,1856.0,Income,6,2021
2021-06-29,Myself so growth time.,Food & Drink,827.61,Expense,6,2021
2021-07-04,Point be shoulder price great.,Entertainment,1939.48,Expense,7,2021
2021-07-04,Worker quality hundred sell whole.,Salary,475.67,Expense,7,2021
2021-07-04,Action else.,Salary,1808.91,Expense,7,2021
2021-07-06,Newspaper reach determine hear leg.,Other,4282.0,Income,7,2021
2021-07-07,General agency bit.,Shopping,1010.78,Expense,7,2021
2021-07-09,Break wait.,Utilities,1635.61,Expense,7,2021
2021-07-09,Find lay deal lot.,Utilities,1747.27,Expense,7,2021
2021-07-10,Just recent.,Other,3540.0,Income,7,2021
2021-07-10,Feel special.,Rent,1425.69,Expense,7,2021
2021-07-11,Support possible.,Rent,577.28,Expense,7,2021
2021-07-11,Might necessary former.,Travel,904.15,Expense,7,2021
2021-07-11,Discussion if continue policy.,Shopping,192.51,Expense,7,2021
2021-07-12,Ahead pass culture or.,Salary,1770.41,Expense,7,2021
2021-07-13,Relate day.,Shopping,115.98,Expense,7,2021
2021-07-14,Big the cost for leader.,Entertainment,778.47,Expense,7,2021
2021-07-15,Month police others particularly.,Investment,730.0,Income,7,2021
2021-07-19,Girl suddenly.,Rent,1679.96,Expense,7,2021
2021-07-19,Try opportunity public.,Utilities,283.82,Expense,7,2021
2021-07-23,Draw bring health.,Salary,1395.18,Expense,7,2021
2021-07-23,Home others offer institution main.,Other,4174.0,Income,7,2021
2021-07-24,Never majority cell.,Rent,47.82,Expense,7,2021
2021-07-28,People tend weight machine.,Utilities,1102.12,Expense,7,2021
2021-07-29,White measure manager range.,Shopping,231.26,Expense,7,2021
2021-08-02,Major bar air set.,Travel,252.48,Expense,8,2021
2021-08-06,Ever mrs.,Salary,134.99,Expense,8,2021
2021-08-07,Not significant manager member.,Salary,1197.51,Expense,8,2021
2021-08-07,Environmental myself.,Investment,1676.0,Income,8,2021
2021-08-08,State among rest national wrong.,Food & Drink,1233.47,Expense,8,2021
2021-08-09,Fear yourself last.,Shopping,382.75,Expense,8,2021
2021-08-11,Keep yes.,Health & Fitness,144.68,Expense,8,2021
2021-08-13,Specific onto go.,Food & Drink,787.0,Expense,8,2021
2021-08-13,Pattern size spend.,Shopping,1962.27,Expense,8,2021
2021-08-15,Go exactly much food region.,Food & Drink,720.62,Expense,8,2021
2021-08-16,Environment teach world quickly believe.,Investment,1349.0,Income,8,2021
2021-08-18,Yeah term.,Health & Fitness,275.49,Expense,8,2021
2021-08-20,Economic represent stock.,Health & Fitness,1628.88,Expense,8,2021
2021-08-21,Central plan physical heart.,Other,4420.0,Income,8,2021
2021-08-21,Idea seek.,Utilities,135.57,Expense,8,2021
2021-08-22,Wear force able similar.,Salary,83.6,Expense,8,2021
2021-08-23,Play recently sure somebody.,Entertainment,1772.72,Expense,8,2021
2021-08-24,Why station manager.,Travel,1035.61,Expense,8,2021
2021-08-25,Front official not.,Salary,514.09,Expense,8,2021
2021-08-27,Thus several animal phone.,Entertainment,579.36,Expense,8,2021
2021-08-29,Buy tax.,Food & Drink,1732.94,Expense,8,2021
2021-09-05,A when dark read.,Rent,1600.69,Expense,9,2021
2021-09-06,City usually ever.,Shopping,1489.18,Expense,9,2021
2021-09-09,Bar professor power.,Shopping,684.68,Expense,9,2021
2021-09-09,Personal rise sense investment.,Other,3509.0,Income,9,2021
2021-09-09,Ability live.,Travel,1604.28,Expense,9,2021
2021-09-10,Difficult quite act receive stage.,Rent,866.91,Expense,9,2021
2021-09-11,Local director become.,Utilities,1095.49,Expense,9,2021
2021-09-11,Finish thing.,Rent,662.56,Expense,9,2021
2021-09-11,Similar send card year.,Salary,1209.22,Expense,9,2021
2021-09-11,Most across.,Salary,709.58,Expense,9,2021
2021-09-15,Goal defense security turn.,Other,4063.0,Income,9,2021
2021-09-16,Beautiful beyond sell.,Food & Drink,159.33,Expense,9,2021
2021-09-16,White fire cause everybody.,Health & Fitness,1031.04,Expense,9,2021
2021-09-17,Network outside parent.,Utilities,1906.05,Expense,9,2021
2021-09-17,Day parent country.,Other,785.0,Income,9,2021
2021-09-19,Position six soldier.,Investment,3500.0,Income,9,2021
2021-09-19,History drop point audience.,Food & Drink,1214.14,Expense,9,2021
2021-09-19,Value car team nothing.,Health & Fitness,750.31,Expense,9,2021
2021-09-19,Raise several west side admit.,Utilities,1063.63,Expense,9,2021
2021-09-20,Energy always.,Travel,506.73,Expense,9,2021
2021-09-21,Media pick may indeed.,Investment,4588.0,Income,9,2021
2021-09-28,Policy mrs.,Rent,530.94,Expense,9,2021
2021-10-01,Base bad tv.,Salary,437.0,Expense,10,2021
2021-10-07,Force only shake power poor.,Salary,408.35,Expense,10,2021
2021-10-08,Role suffer around beat.,Investment,4203.0,Income,10,2021
2021-10-13,Law participant.,Other,1219.0,Income,10,2021
2021-10-13,Budget remain reduce.,Health & Fitness,1339.0,Expense,10,2021
2021-10-13,Well mission situation result.,Travel,1783.75,Expense,10,2021
2021-10-16,Camera sit environmental though.,Utilities,1589.46,Expense,10,2021
2021-10-20,Southern evening ask republican.,Rent,1970.41,Expense,10,2021
2021-10-21,Baby lawyer growth matter note.,Entertainment,1582.84,Expense,10,2021
2021-10-22,Effort bill off.,Other,4328.0,Income,10,2021
2021-10-24,Scientist able teach.,Utilities,1227.78,Expense,10,2021
2021-10-24,Animal hair turn.,Other,3761.0,Income,10,2021
2021-10-27,Need trial.,Salary,1056.13,Expense,10,2021
2021-10-27,Focus indicate result.,Rent,259.4,Expense,10,2021
2021-10-30,Number budget.,Rent,905.45,Expense,10,2021
2021-11-03,Development middle animal.,Health & Fitness,265.39,Expense,11,2021
2021-11-04,Theory tend.,Utilities,1537.89,Expense,11,2021
2021-11-05,Beat lead hard factor.,Investment,1517.0,Income,11,2021
2021-11-05,Drug happy will young simply.,Travel,337.67,Expense,11,2021
2021-11-06,Character usually agency.,Entertainment,698.59,Expense,11,2021
2021-11-07,Player really act friend.,Travel,1693.41,Expense,11,2021
2021-11-10,Billion morning draw.,Travel,259.09,Expense,11,2021
2021-11-15,Win central.,Rent,1010.12,Expense,11,2021
2021-11-16,Analysis discuss.,Investment,1902.0,Income,11,2021
2021-11-17,Red head window be.,Health & Fitness,1686.63,Expense,11,2021
2021-11-18,Card star avoid nothing.,Food & Drink,171.63,Expense,11,2021
2021-11-18,Door end fire.,Travel,1305.75,Expense,11,2021
2021-11-19,Fish evening avoid dark.,Shopping,1240.04,Expense,11,2021
2021-11-21,Choice clearly.,Other,2974.0,Income,11,2021
2021-11-21,Image movie who debate.,Shopping,601.89,Expense,11,2021
2021-11-21,Enter build citizen rather.,Investment,1794.0,Income,11,2021
2021-11-23,Structure foreign before.,Salary,934.24,Expense,11,2021
2021-11-26,How any federal star.,Utilities,632.04,Expense,11,2021
2021-11-27,Weight take.,Health & Fitness,1950.99,Expense,11,2021
2021-11-28,Economic left sound cause activity.,Other,4718.0,Income,11,2021
2021-12-01,Cup hundred rather.,Health & Fitness,491.06,Expense,12,2021
2021-12-02,Only true avoid young cup.,Other,2530.0,Income,12,2021
2021-12-03,Begin suggest speak.,Investment,2877.0,Income,12,2021
2021-12-03,Walk anything.,Shopping,504.06,Expense,12,2021
2021-12-08,Start house ahead raise.,Utilities,1628.82,Expense,12,2021
2021-12-09,Democrat cost evidence third.,Health & Fitness,387.77,Expense,12,2021
2021-12-09,People early far include nearly.,Other,4585.0,Income,12,2021
2021-12-11,Evidence case.,Salary,56.12,Expense,12,2021
2021-12-12,Eat yes myself affect him.,Salary,1933.71,Expense,12,2021
2021-12-13,Name machine tree maybe.,Health & Fitness,106.83,Expense,12,2021
2021-12-13,Conference five despite.,Salary,578.64,Expense,12,2021
2021-12-15,Speak line.,Investment,4030.0,Income,12,2021
2021-12-15,Yourself wind beyond prevent entire.,Other,3496.0,Income,12,2021
2021-12-16,Offer work home.,Health & Fitness,100.03,Expense,12,2021
2021-12-19,Door fish scene.,Investment,3469.0,Income,12,2021
2021-12-20,Agreement red way nor none.,Rent,778.83,Expense,12,2021
2021-12-20,My compare also argue.,Travel,1652.37,Expense,12,2021
2021-12-23,Money a.,Rent,266.04,Expense,12,2021
2021-12-24,Future concern sort.,Other,3277.0,Income,12,2021
2021-12-26,Against only.,Health & Fitness,1512.38,Expense,12,2021
2021-12-28,Suffer team.,Other,4596.0,Income,12,2021
2021-12-31,Relate product only from.,Investment,1622.0,Income,12,2021
2022-01-01,Wish run join.,Salary,1043.47,Expense,1,2022
2022-01-03,Company why really up.,Investment,3186.0,Income,1,2022
2022-01-03,Program sport her.,Health & Fitness,333.38,Expense,1,2022
2022-01-03,Concern ability reduce.,Travel,1191.51,Expense,1,2022
2022-01-04,Surface side nothing consider.,Salary,1420.39,Expense,1,2022
2022-01-05,Determine not view cell seat.,Food & Drink,743.03,Expense,1,2022
2022-01-06,Word collection those become.,Shopping,1171.57,Expense,1,2022
2022-01-08,Activity decide really go.,Food & Drink,1197.85,Expense,1,2022
2022-01-09,Answer just.,Entertainment,1445.59,Expense,1,2022
2022-01-13,This manage her.,Utilities,1053.22,Expense,1,2022
2022-01-13,Big look tell prepare.,Shopping,304.07,Expense,1,2022
2022-01-14,Later son almost.,Food & Drink,1149.41,Expense,1,2022
2022-01-16,End bit game thousand.,Entertainment,47.69,Expense,1,2022
2022-01-16,Natural together.,Utilities,831.79,Expense,1,2022
2022-01-18,Order party lot all.,Salary,1746.91,Expense,1,2022
2022-01-18,Threat church big day couple.,Food & Drink,1414.49,Expense,1,2022
2022-01-21,Enter example down anyone occur.,Health & Fitness,1996.26,Expense,1,2022
2022-01-21,Approach about because.,Shopping,634.37,Expense,1,2022
2022-01-22,Best deal point.,Other,4975.0,Income,1,2022
2022-01-23,Such final however major.,Travel,1224.05,Expense,1,2022
2022-01-24,Politics hold.,Investment,2785.0,Income,1,2022
2022-01-28,Hard knowledge enjoy let.,Entertainment,1883.56,Expense,1,2022
2022-02-01,Nor character recent.,Travel,1412.75,Expense,2,2022
2022-02-02,Property space.,Salary,640.91,Expense,2,2022
2022-02-05,Dinner article hit mission whole.,Travel,582.7,Expense,2,2022
2022-02-05,Think live bad total research.,Shopping,1792.56,Expense,2,2022
2022-02-06,Too song quality per build.,Health & Fitness,1909.67,Expense,2,2022
2022-02-08,We cold deep.,Travel,93.71,Expense,2,2022
2022-02-08,Amount bad raise.,Rent,699.26,Expense,2,2022
2022-02-09,Challenge organization floor road southern.,Travel,1497.2,Expense,2,2022
2022-02-10,News need task mind.,Travel,1866.72,Expense,2,2022
2022-02-10,Onto site both change note.,Utilities,227.36,Expense,2,2022
2022-02-10,Understand none.,Entertainment,492.49,Expense,2,2022
2022-02-10,Test they there.,Entertainment,1279.51,Expense,2,2022
2022-02-11,Pressure occur list common.,Other,3205.0,Income,2,2022
2022-02-14,Peace race i.,Rent,1365.57,Expense,2,2022
2022-02-17,Real any little environmental.,Investment,3833.0,Income,2,2022
2022-02-17,Full soldier.,Salary,960.12,Expense,2,2022
2022-02-17,Successful teach range.,Other,3131.0,Income,2,2022
2022-02-17,Feel season similar.,Food & Drink,1816.79,Expense,2,2022
2022-02-18,Rock painting become.,Investment,4883.0,Income,2,2022
2022-02-21,Tree imagine machine.,Food & Drink,1827.33,Expense,2,2022
2022-02-22,Start middle city find.,Investment,797.0,Income,2,2022
2022-02-22,Career surface these ahead.,Shopping,1578.04,Expense,2,2022
2022-02-25,Student economic lead.,Other,806.0,Income,2,2022
2022-02-27,Ever statement measure.,Investment,3244.0,Income,2,2022
2022-03-01,Drop major.,Salary,1779.63,Expense,3,2022
2022-03-02,Whether listen necessary.,Other,2735.0,Income,3,2022
2022-03-04,Study else store.,Investment,3208.0,Income,3,2022
2022-03-05,Agree anyone take.,Other,2607.0,Income,3,2022
2022-03-07,Positive question especially.,Food & Drink,1475.87,Expense,3,2022
2022-03-07,After sister should across treatment.,Entertainment,359.23,Expense,3,2022
2022-03-12,Song difference part wall require.,Shopping,1655.71,Expense,3,2022
2022-03-14,Time surface learn design.,Rent,807.66,Expense,3,2022
2022-03-17,Station however bill memory production.,Investment,4411.0,Income,3,2022
2022-03-17,Positive participant fear blue as.,Entertainment,23.59,Expense,3,2022
2022-03-18,Technology end represent throughout.,Salary,1509.98,Expense,3,2022
2022-03-18,Change she tonight.,Travel,1169.1,Expense,3,2022
2022-03-18,Race return pretty young.,Travel,1310.83,Expense,3,2022
2022-03-20,Identify say on yes.,Food & Drink,1338.89,Expense,3,2022
2022-03-20,Risk develop movement size.,Utilities,816.78,Expense,3,2022
2022-03-22,Feel color price next.,Travel,1383.68,Expense,3,2022
2022-03-23,Likely scientist.,Travel,741.41,Expense,3,2022
2022-03-23,Water tonight pressure.,Utilities,961.58,Expense,3,2022
2022-03-24,Development the inside thought.,Health & Fitness,837.53,Expense,3,2022
2022-03-25,One less brother.,Salary,1517.13,Expense,3,2022
2022-03-26,Oil per line create build.,Entertainment,1526.1,Expense,3,2022
2022-03-27,Fear approach take case customer.,Rent,1055.76,Expense,3,2022
2022-03-28,Throughout would century television congress.,Health & Fitness,165.42,Expense,3,2022
2022-03-28,Forward would finish around.,Food & Drink,1659.26,Expense,3,2022
2022-03-28,Decide similar office.,Entertainment,1149.68,Expense,3,2022
2022-03-28,Size sister can its.,Other,4762.0,Income,3,2022
2022-03-29,Investment local above move.,Entertainment,1436.67,Expense,3,2022
2022-03-29,Throughout series.,Salary,1619.3,Expense,3,2022
2022-03-31,Adult above safe.,Shopping,919.03,Expense,3,2022
2022-03-31,Fine bill me fill.,Other,3024.0,Income,3,2022
2022-03-31,Fear fact.,Shopping,516.37,Expense,3,2022
2022-04-01,Model its rather card you.,Investment,1098.0,Income,4,2022
2022-04-01,Seek close trade speech.,Other,1022.0,Income,4,2022
2022-04-01,Difference world deep.,Food & Drink,1869.82,Expense,4,2022
2022-04-01,Mean but represent society heart.,Other,759.0,Income,4,2022
2022-04-02,Perhaps order answer blue structure.,Utilities,1540.25,Expense,4,2022
2022-04-02,Indicate herself.,Shopping,755.18,Expense,4,2022
2022-04-03,Listen check receive.,Salary,1740.54,Expense,4,2022
2022-04-03,Inside big minute.,Shopping,169.7,Expense,4,2022
2022-04-04,Store bit responsibility brother.,Utilities,1310.53,Expense,4,2022
2022-04-05,Marriage participant.,Utilities,1985.77,Expense,4,2022
2022-04-08,Win group important civil nature.,Utilities,1458.44,Expense,4,2022
2022-04-09,Former able public trade.,Food & Drink,1514.8,Expense,4,2022
2022-04-09,Chance bed memory rich.,Salary,1350.26,Expense,4,2022
2022-04-10,Popular lead with.,Shopping,1648.49,Expense,4,2022
2022-04-10,Anyone spend them system.,Health & Fitness,318.69,Expense,4,2022
2022-04-16,International break surface three.,Investment,763.0,Income,4,2022
2022-04-18,Professional color group.,Shopping,1233.7,Expense,4,2022
2022-04-18,Environmental run head garden box.,Food & Drink,488.93,Expense,4,2022
2022-04-21,Even history surface son.,Investment,4157.0,Income,4,2022
2022-04-22,Car risk.,Food & Drink,497.02,Expense,4,2022
2022-04-22,Indeed opportunity.,Other,2419.0,Income,4,2022
2022-04-24,Consider here grow agreement.,Food & Drink,288.87,Expense,4,2022
2022-04-24,Turn both in animal.,Entertainment,1633.41,Expense,4,2022
2022-04-29,Actually than modern season.,Health & Fitness,1159.17,Expense,4,2022
2022-04-30,Within prove full.,Health & Fitness,481.44,Expense,4,2022
2022-05-02,Believe product eat generation put.,Entertainment,832.98,Expense,5,2022
2022-05-02,Stuff next write.,Utilities,1255.73,Expense,5,2022
2022-05-03,Poor church.,Salary,103.3,Expense,5,2022
2022-05-05,Thank avoid man drive.,Shopping,1573.75,Expense,5,2022
2022-05-05,Medical nearly.,Shopping,822.44,Expense,5,2022
2022-05-06,Stage bad know of.,Utilities,1511.29,Expense,5,2022
2022-05-07,Language budget market president.,Entertainment,608.47,Expense,5,2022
2022-05-07,Include news a before.,Salary,1830.33,Expense,5,2022
2022-05-07,None pressure lay future stay.,Shopping,1119.0,Expense,5,2022
2022-05-08,Forward should outside respond.,Investment,2588.0,Income,5,2022
2022-05-08,Box service develop game.,Rent,1845.23,Expense,5,2022
2022-05-09,Miss reduce animal clearly cell.,Rent,1075.91,Expense,5,2022
2022-05-09,Effect cultural.,Food & Drink,544.24,Expense,5,2022
2022-05-11,Democratic station course full.,Food & Drink,1748.5,Expense,5,2022
2022-05-13,Unit study.,Investment,4427.0,Income,5,2022
2022-05-13,Leader operation mean white.,Health & Fitness,613.34,Expense,5,2022
2022-05-14,Save network item one under.,Entertainment,1874.95,Expense,5,2022
2022-05-19,Community spring billion price paper.,Rent,1496.29,Expense,5,2022
2022-05-19,Thing industry participant realize.,Entertainment,1394.3,Expense,5,2022
2022-05-20,Huge garden family.,Shopping,1831.1,Expense,5,2022
2022-05-20,Include record security.,Travel,767.52,Expense,5,2022
2022-05-22,Team republican very plan cut.,Health & Fitness,623.76,Expense,5,2022
2022-05-23,Tv car report window.,Salary,937.35,Expense,5,2022
2022-05-24,My pm report set.,Salary,1525.64,Expense,5,2022
2022-05-24,Old wall report purpose.,Entertainment,747.7,Expense,5,2022
2022-05-25,There institution actually.,Entertainment,1485.09,Expense,5,2022
2022-05-27,Herself apply.,Other,2918.0,Income,5,2022
2022-05-28,Environment size worker.,Other,2384.0,Income,5,2022
2022-05-29,Style real far.,Entertainment,1003.61,Expense,5,2022
2022-05-29,Grow laugh.,Health & Fitness,522.08,Expense,5,2022
2022-05-30,Score night down.,Salary,927.05,Expense,5,2022
2022-05-30,Unit hold.,Health & Fitness,346.84,Expense,5,2022
2022-05-31,Approach season data than team.,Salary,376.26,Expense,5,2022
2022-06-01,Treatment relate positive.,Food & Drink,1052.65,Expense,6,2022
2022-06-01,Cultural right cover large work.,Rent,1890.92,Expense,6,2022
2022-06-04,While same budget.,Food & Drink,830.66,Expense,6,2022
2022-06-04,Evidence enough claim suffer.,Entertainment,145.26,Expense,6,2022
2022-06-06,Letter visit always up.,Investment,4642.0,Income,6,2022
2022-06-07,Past product make of group.,Food & Drink,1239.49,Expense,6,2022
2022-06-07,Detail contain attention measure indeed.,Salary,1321.98,Expense,6,2022
2022-06-11,Begin determine degree forward.,Other,597.0,Income,6,2022
2022-06-11,Despite sell most.,Other,4888.0,Income,6,2022
2022-06-12,Boy generation.,Food & Drink,1009.41,Expense,6,2022
2022-06-12,Truth during always those high.,Shopping,1614.27,Expense,6,2022
2022-06-12,Either rich agency might.,Rent,1836.92,Expense,6,2022
2022-06-13,Sort knowledge analysis together court.,Entertainment,391.94,Expense,6,2022
2022-06-17,Way cold.,Health & Fitness,541.98,Expense,6,2022
2022-06-17,Account assume prove similar ten.,Health & Fitness,1919.0,Expense,6,2022
2022-06-18,Day stock.,Entertainment,1980.56,Expense,6,2022
2022-06-19,Section child.,Rent,1310.93,Expense,6,2022
2022-06-20,Also available concern edge.,Food & Drink,196.07,Expense,6,2022
2022-06-21,Start treat imagine later identify.,Salary,121.67,Expense,6,2022
2022-06-21,Hope brother.,Investment,1177.0,Income,6,2022
2022-06-23,As second animal summer group.,Shopping,1293.37,Expense,6,2022
2022-06-23,Face rate.,Rent,1790.63,Expense,6,2022
2022-06-25,She join house.,Entertainment,430.72,Expense,6,2022
2022-06-25,Choose detail section someone.,Salary,549.48,Expense,6,2022
2022-06-26,Whether century quality.,Travel,1799.63,Expense,6,2022
2022-06-26,Network never.,Food & Drink,366.92,Expense,6,2022
2022-06-30,Above others.,Food & Drink,1923.32,Expense,6,2022
2022-07-01,Water fight security tough gas.,Shopping,1858.46,Expense,7,2022
2022-07-02,Central contain pattern education boy.,Entertainment,1137.72,Expense,7,2022
2022-07-04,Surface usually.,Health & Fitness,773.85,Expense,7,2022
2022-07-04,Popular available public economy.,Rent,1006.58,Expense,7,2022
2022-07-04,Maintain former campaign pretty beyond.,Food & Drink,204.39,Expense,7,2022
2022-07-05,Fish late pattern.,Rent,687.78,Expense,7,2022
2022-07-06,Charge note space when collection.,Shopping,1938.15,Expense,7,2022
2022-07-13,Size republican political.,Travel,1569.26,Expense,7,2022
2022-07-17,Care run there leg.,Entertainment,718.06,Expense,7,2022
2022-07-17,Main board population.,Shopping,379.62,Expense,7,2022
2022-07-17,Teach cause mrs.,Shopping,180.53,Expense,7,2022
2022-07-18,Baby away affect medical all.,Entertainment,1429.09,Expense,7,2022
2022-07-18,If operation trade necessary myself.,Investment,3612.0,Income,7,2022
2022-07-19,President chance hotel through.,Utilities,1481.91,Expense,7,2022
2022-07-20,Let member however.,Rent,192.13,Expense,7,2022
2022-07-22,Production summer.,Salary,726.24,Expense,7,2022
2022-07-25,Cell city not not the.,Utilities,183.72,Expense,7,2022
2022-07-27,Voice american seven discussion.,Shopping,215.55,Expense,7,2022
2022-07-27,Doctor protect military social.,Investment,3157.0,Income,7,2022
2022-07-27,Truth thing always possible.,Food & Drink,590.78,Expense,7,2022
2022-07-27,Plant event score official now.,Rent,1452.44,Expense,7,2022
2022-07-28,Half president structure might.,Entertainment,1148.2,Expense,7,2022
2022-07-28,Might good test.,Other,1888.0,Income,7,2022
2022-07-29,Thought according think key.,Other,2698.0,Income,7,2022
2022-07-30,Method exactly.,Rent,342.74,Expense,7,2022
2022-07-31,Church own stage.,Travel,973.62,Expense,7,2022
2022-08-02,Specific result loss long.,Other,2520.0,Income,8,2022
2022-08-02,Claim street against amount of.,Salary,1191.67,Expense,8,2022
2022-08-03,Picture always occur.,Investment,1609.0,Income,8,2022
2022-08-04,Election conference when.,Shopping,671.11,Expense,8,2022
2022-08-06,These road.,Health & Fitness,886.04,Expense,8,2022
2022-08-07,Describe paper.,Utilities,607.87,Expense,8,2022
2022-08-12,Color store over some.,Entertainment,963.23,Expense,8,2022
2022-08-13,Process enough right garden law.,Other,3114.0,Income,8,2022
2022-08-15,Her car admit.,Salary,1935.85,Expense,8,2022
2022-08-15,Range step painting concern.,Health & Fitness,758.35,Expense,8,2022
2022-08-16,Me brother lot candidate owner.,Shopping,736.38,Expense,8,2022
2022-08-16,Miss have analysis morning.,Entertainment,1188.53,Expense,8,2022
2022-08-17,Smile high open scientist.,Food & Drink,1906.48,Expense,8,2022
2022-08-18,International effort.,Entertainment,882.53,Expense,8,2022
2022-08-19,Exist theory.,Rent,1639.74,Expense,8,2022
2022-08-21,Country remember smile.,Shopping,1349.23,Expense,8,2022
2022-08-21,Brother according pressure reach firm.,Other,2482.0,Income,8,2022
2022-08-22,Choice prepare.,Utilities,1433.32,Expense,8,2022
2022-08-22,Talk interest hand.,Rent,903.64,Expense,8,2022
2022-08-23,Sense including six lot.,Shopping,1073.39,Expense,8,2022
2022-08-24,Never effect fill general relationship.,Shopping,1091.85,Expense,8,2022
2022-08-26,Security land record.,Health & Fitness,1406.25,Expense,8,2022
2022-08-26,Democrat hundred.,Rent,227.65,Expense,8,2022
2022-08-28,Pass range appear home player.,Health & Fitness,341.01,Expense,8,2022
2022-08-29,Likely outside because.,Shopping,1933.95,Expense,8,2022
2022-08-30,He participant right.,Shopping,220.83,Expense,8,2022
2022-08-31,Prevent expert white arm similar.,Investment,4683.0,Income,8,2022
2022-08-31,Keep cut prevent sound.,Entertainment,897.1,Expense,8,2022
2022-09-01,Almost outside middle.,Utilities,696.49,Expense,9,2022
2022-09-02,College already dream a church.,Investment,2920.0,Income,9,2022
2022-09-03,Good house only military.,Rent,240.98,Expense,9,2022
2022-09-03,Near risk.,Utilities,703.17,Expense,9,2022
2022-09-03,Give white everybody paper create.,Entertainment,1047.02,Expense,9,2022
2022-09-04,Above company media next me.,Rent,881.95,Expense,9,2022
2022-09-04,Sort what.,Health & Fitness,143.68,Expense,9,2022
2022-09-05,Economic kind help low during.,Investment,685.0,Income,9,2022
2022-09-06,Race to television loss.,Rent,1357.51,Expense,9,2022
2022-09-07,Him small.,Investment,4727.0,Income,9,2022
2022-09-08,Son include good.,Investment,3211.0,Income,9,2022
2022-09-10,Red enjoy.,Salary,471.39,Expense,9,2022
2022-09-11,Human see.,Utilities,380.91,Expense,9,2022
2022-09-11,Never condition.,Shopping,68.09,Expense,9,2022
2022-09-12,Despite off consumer second.,Entertainment,904.65,Expense,9,2022
2022-09-14,Say dog drug enter.,Food & Drink,1412.42,Expense,9,2022
2022-09-15,Strong student green.,Rent,1158.92,Expense,9,2022
2022-09-15,Turn put professional.,Utilities,737.93,Expense,9,2022
2022-09-17,When summer he firm together.,Investment,2649.0,Income,9,2022
2022-09-18,Make worker trouble.,Salary,1060.15,Expense,9,2022
2022-09-19,Develop office approach son.,Shopping,1226.5,Expense,9,2022
2022-09-19,Allow girl team simply lead.,Health & Fitness,710.45,Expense,9,2022
2022-09-21,Least ready activity decision ok.,Utilities,1629.34,Expense,9,2022
2022-09-23,Party employee nature down.,Travel,1838.18,Expense,9,2022
2022-09-26,Gas contain interest industry sell.,Utilities,633.24,Expense,9,2022
2022-09-26,Evidence conference capital office.,Rent,374.26,Expense,9,2022
2022-09-28,Result sound.,Shopping,842.3,Expense,9,2022
2022-09-29,Task cultural son school.,Other,3965.0,Income,9,2022
2022-09-29,Computer matter.,Investment,1866.0,Income,9,2022
2022-09-30,Result size feel no nothing.,Utilities,382.33,Expense,9,2022
2022-10-01,Real art.,Food & Drink,1732.39,Expense,10,2022
2022-10-02,Stuff benefit seat employee.,Salary,281.7,Expense,10,2022
